Item No.,ONS Item Description ,Sort Field,S or Q,Seasonal months,Months,J,F,M,A,M,J,J,A,S,O,N,D,Label 1,Label 2,Label 3,Label 4,Label 5,Fixed Desc. Line 1,Fixed Desc. Line 2,Fixed Desc. Line 3,Fixed Desc. Line 4,Fixed Desc. Line 5,HELP line 1,HELP line 2,HELP line 3,HELP line 4,HELP line 5,HELP line 6,c1,c2,c3,c4,c5,n1,n2,n3,n4,n5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520248,"Conditioner for hair, bottle 200-400ml",2,,,111111111111,,,,,,,,,,,,,Brand/Type,Size,Other1,Other2,Other3,,,,,,Must be for hair. Do not price 2in1 type with shampoo, State hair type.,"state size, change =N", , , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,F- MULTIPACKS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212012,"Cola-flavoured/other fizzy drink,330ml,pack of 6/8",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State pack size., Change between size of pack is N., , , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,F- OFF SALES-LAGER,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310216,"Lager, pack 12-24 cans, 3.4%-4.25% ABV (440-500ml)",2,,,111111111111,,,,,,,,,,,,,Brewery,Name,Can Size (ml),Proof,Other,,,,,," State size, change between = (N).", Must price pack of 10-15 cans., ABV Any change of 0.5% or less = C. Any change of, 0.6% or more = N., , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310217,"Lager, 12 - 24 bottles, 250-300ml  4.3-7.5% ABV",2,,,111111111111,,,,,,,,,,,,,Brand,Name,ABV,Btl size,Other,,,,,," Specify bottle size, change = N"," State size of multipack, change=N", Change of ABV < 0.5% = C, Change of ABV > 0.6% = N, Try not to switch between own-label & branded (N)., ,Other,Same or similar brand of same quality,Same or similar brand of same ABV,,,Other,"Change between branded/own-brand, or different quality brand",Change in size or ABV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,F- FRUIT & VEG ADDITIONAL,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212526,"Fresh vegetables, organic carrots, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price baby carrots/change between.,Carrots with/without leaves = (N).,"State loose/pre-packed, if pre-packed state weight",If not available state 'No class' or 'No CoO'.,Changes between classes or no class=N,changes between CoOs or no CoO=C,Other,Same or similar brand of same quality,Change to a comparable variety,Change in country of origin,,Other,Change of class,Change between loose and pre-packed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212724,Bag organic dessert apples (state numbr or price/kg),2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,Do not price pink varieties.State blush/green/red,"change=N.Blush-eg Cox,Braeburn,Jonagold=C","Green-eg Golden Delicious,Granny Smith=C","Red-eg Red Delicious,Spartan,Royal Gala=C",Changes between classes or no class=N,changes between CoOs or no CoO=C,Other,Same or similar brand of same quality,Change to a comparable variety,Change in country of origin,,Other,Change of class,Change between loose and pre-packed,Change of colour (non-comparable variety),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212728,"Pineapple, each",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Other1,CoO,Class,Other,,,,,, Price per item. , If not available state 'No class' or 'No CoO',Changes between classes or no class = N.,Changes between CoO's or no CoO = C,,,Other,Same or similar brand of same quality,Change to a comparable variety,Change in country of origin,,Other,Change of class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212729,"Blueberries, punnet, state per kg or punnet",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Kg/punnet?,CoO,Class,Other,,,,,Convert to a per Kg if poss," State punnet size, change = N."," State if price is per Kg or per punnet, change= N", Change between any Class or No Class = N., Changes between any CoO or No CoO = C., Record per Kg price wherever possible.,,Other,Same or similar brand of same quality,Change to a comparable variety,Change in country of origin,,Other,Change of class,Change in punnet size,Change between price per Kg and price per punnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,F- MEAT- COOKED 2 & READY MEAL,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211021,Chicken Kiev 2 pack 250-300g (Chilled NOT Frozen),2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Whole/Recon,Other1,Other2,,,,,, State brand. Must have garlic butter filling, Record weight in description., Only price organic if representative of store., Try not to switch between own-label & branded (N)., specify if whole or reconstituted chicken, ,Other,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210913,Rotisserie Cooked Hot Whole Chicken,2,,,111111111111,,,,,,,,,,,,,Variety,Weight,Other1,Other2,Other3,,,,,, Price whole chicken not portions, Cooked in store and available for takeaway from, hot display cabinet., Standard to flavoured=N, Change of additional flavouring=C, Only price organic if representative of store,Other,Change of flavouring,,,,Other,Change betwee plain and flavoured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211023,"Cooked ham, prepacked, sliced, 100-125g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State weight and number of slices., Pre-packed ONLY - NOT loose as on Deli Counter., State type e.g honey roast., 113g is equivalent to 1/4lb., Only price organic if representative of store., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211024,"Continental sliced deli type meat, 40 - 100g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,," Can be cured meat ie Parma ham, Proscuitto,"," Serrano, Bresaola, change = C"," or sliced sausage ie chorizo, pepperoni, "," salami, change = C. Change of type = N.", No mixed packs. No boiled/cooked ham. No whole, chorizo sausages. Change loose to prepack = N,Other,Change of cured meat,Change of sausage meat,,,Other,Change between cured meat and sausage,Change between loose and pre-packed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,F- FRESH SALAD,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212527,"Pre-packed salad, 100-250g, specify type",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,CoO,Class,Other,,,,,,"State weight, change between = (N).","Bag or pack of salad, not pots e.g. pasta salad.",Can be just mixed leaves only.,Change weight/pack contents=N.Record if no class,or CoO stated.Changes btwn classes or no class=N,changes between CoOs or no CoO = C,Other,Same or similar brand of same quality,Change to a comparable variety,Change in country of origin,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212533,"Vegetable Stir Fry, fresh, pack 300 - 500g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Veg content,Other1,Other2,,,,,," Minimum of 2 pre cut vegetables, change = C.", Do not price if stir fry sauce included.," List main veg in pack, change = C.", Try not to switch between own-label & branded (N), Avoid organic if possible.,,Other,Same or similar brand of same quality,Change of main veg in pack,Change in number of vegetables,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,F- FROZEN PRAWNS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211106,"Frozen prawns, packed, per kg",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,," State size of prawns eg small,medium,large,king", Change of size=N, Change in size/weight=N, Ensure price entered is per kg not pack price, Only price organic if representative of store, Try not to switch between own-label & branded(N),Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,F- CRISPS & DRINKS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211904,"Tea bags, packet of 240 (approx 750g)",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, Price different brand of tea to pack of 80.," Can price any shape of tea bag, all are comparable", Do not price decaffeinated tea., , Only price organic if representative of store., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212019,Pure fruit smoothie - 750ml to 1 litre,2,,,111111111111,,,,,,,,,,,,,Brand,Flavour,Other1,Other2,Other3,,,,,, Must not contain water or milk, Change of carton to bottle = N, Change of Flavour = C, , , ,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212408,Premium potato crisps eg Kettle Chips (150-200g),2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, State flavour and pack weight., Can only be made from potatoes., Do not price Doritos or Tortilla chips., , Only price organic if representative of store., Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,"Same item, different flavour",,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,F- MEAT- FRESH,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210911,Fresh Turkey Steaks per kg,2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Other1,Other2,Other3,,,,,, Ensure price entered is per kg not per pack., State pack weight and number., State with or without skin (N)., Do not price coated portions., State price source ticket/till/list/verbal., Avoid organic if poss. Change = N.,Other,Change in region or country of origin,,,,Other,Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211022,"Joint, Oven Ready, state meat, 450-700g",2,,,111111111111,,,,,,,,,,,,,Brand/Variety,Weight/Quant,Meat Type,Other1,Other2,,,,,, Must be joint. Weight/meat change = N, Stuffing/seasoning/gravy ok but no additional veg,"beef,pork,lamb,gammon,turkey breast/thigh, chicken",breast joint ok., will be in foil tray and must feed min 2 people., Avoid organic if poss. Change = N,Other,Change in region or country of origin,,,,Other,Change in weight or size,Change of meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,F- DISHWASHER TABLETS,1,,,111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430537,Dishwasher Tablets (16 - 32),2,,,111111111111,,,,,,,,,,,,,Brand/Type,No in Pack,Other1,Other2,Other3,,,,,, Can price 3/4/5 in one and powerball., You can price any pack size in the range 16-32., State fragrance. Any change of fragrance = C., Any change in pack size = N., , Try not to switch between own-label & branded (N).,Other,Same or similar brand of same quality,,,,Other,"Change between branded/own-brand, or different quality brand",Change in weight or size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
